,text,label
51,"About Hate.Vengefulness is a desire for revenge or retribution, often in response to feeling wronged or hurt by.someone else. There are many factors that can contribute to a person feeling vengeful. These may include:.A sense of injustice or unfairness: People may feel vengeful if they feel that they have been treated.unfairly or that their rights have been violated..A desire to restore balance or fairness: People may feel vengeful if they believe that they or someone they.care about has been wronged, and they want to ""even the score"" or restore balance..A need to assert control or power: People may feel vengeful if they feel powerless or out of control in a.situation, and they want to assert control or power over the person who wronged them..Emotional pain or trauma: People may feel vengeful if they have experienced emotional pain or trauma,.and they want to hurt the person who caused that pain in order to feel some sense of relief or satisfaction..It is important to recognize that vengefulness can be a destructive and harmful emotion, and it is generally.more productive and healthy to find more constructive ways of resolving conflicts and addressing.grievances.",Hate
52,"About Hate.Offensive and Criticizing anyone is a r eally bad way of doings things. Because Offensive.things ar e easier  to say and forget then to r eceive and move on. I have been noticing the.recent rise of Offensive Tones to Criticize some of the content cr eators of the world. Which.has made them upset and made them r eact in bad way or  lash out at people. Although their.lash out itself can be seen as signs of r etaliation, we should understand that its us that is.creating such chaos and Catastr ophe. This Chaos or  Catastr ophe is best r eflected on.people’ s lazy attempt at showing their  lazy and ill behavior  towards others.",Hate
53,"About Love.The idea of doing something good for  the society is simply splendid and brilliant. Thats.how brilliant people live their  daily life, Being Splendid in small things and doing good in.small acts of kindness and this kindness is nothing else but r eflection of what their  beautiful.upbringing was all about.W e should understand that beautiful people on the outside can.have something to hide but beautiful people on the inside ar e always good despite the.condition they will always be splendid, Brilliant and downright beautiful to me.",Love
54,"About Hate.Hatred is a strong feeling of dislike or animosity towards someone or something. It is a negative emotion.that can cause harm to both the person experiencing it and the person or group being targeted. Hate can be.expressed through words, actions, or behaviors that are intended to harm or discriminate against others..Hate can be fueled by a variety of factors, such as fear, ignorance, and prejudice..Hate has been a destructive force in the world throughout history, and it continues to be a major problem.in many parts of the world today. Hate crimes, discrimination, and prejudice are still prevalent in many.societies, and they can have serious consequences for those targeted by hate. Hate can also lead to.violence and conflict, as people who harbor hateful views may be more likely to engage in aggressive or.violent behaviors.",Hate
55,"About Hate.Unease or uneasiness is a feeling of discomfort, anxiety, or worry. It can be caused by a variety of things,.such as uncertainty, fear, or discomfort in a particular situation. Unease is often accompanied by physical.symptoms, such as tension or restlessness..Both suspicion and unease can be unpleasant or unsettling feelings, and they can affect someone's mood.or behavior. It is important to pay attention to these emotions and to try to address any underlying issues.or concerns that may be causing them.",Hate
56,"About Hate.Being pathetic is generally used to describe someone or something that is pitiable or deserving of pity or.compassion. It can imply a sense of weakness, vulnerability, or inadequacy. Someone who is pathetic may.be seen as helpless, hopeless, or unable to cope with the challenges of life..Being shameless is generally used to describe someone who lacks a sense of shame or disgrace, and who.is willing to behave in ways that are inappropriate or socially unacceptable. Someone who is shameless.may be seen as lacking in moral values or a sense of right and wrong, and may be willing to engage in.behaviors that are self-serving or harmful to others..Being pathetic and shameless are generally seen as negative qualities, as they can damage relationships.and create conflict. It is important to recognize and address these qualities in order to improve one's own.well-being and relationships with others.",Hate
57,"Hate is feeling where one  doesn’t  want someone or something  to involve  with them. It is negative .feeling.  More  hate inside a heart can make heart heavy and the person aggressive.  Hate  in to be .avoided but something or someone exist who deserve hate from one person. For me hating .someone is very difficult  cause it burdens my heart  and my own sleep are distu rbed.  Hate is .generally derived from anger or sometimes because of wrong expectation from wrong person. .Sometime hate is derived not because of any reason but because of the wrong vibes you feel in an .environment Even though hate is negative feeling, it is neces sary in some condition where you .have to avoid some negativity from you. For your good mental health , you should hate and avoid .something but should not let yourself disturb by those feelings. Another way to hate something .and not burden your heart is eithe r forgive or ignore those negative things which enforce you to .hate something or someone. One example of hate is the criminals of Nepal who are not being .punished. They are being hated due to their wrong activity and their mind set. This kind of hate .we ca nnot avoid and it is necessary to have this anger in order to punish the guilty.  ",hate
58,"In this modern world, for me love is very prec ious and most valuable feeling . Love is freedom, .Love is sacrifice.  Love has another meaning for me i.e.  to give  but not to expect anything in return. .When you know how to give , you know how to love . Mother i s best example for this,  she wants .nothing but only know how to love and sacrifice for her children.  Pure love gives strength, amazing .feeling and gives different eye to see the world. Pure love always guides  to correct direction . Love .is very deep and cannot be explained in some sentences. Love is amazing feeling which can be felt .and can change any person. Pure love never has jealousy cause , one is happy in loved one ’s .happiness and respects their feelings. Pure love should be preserved, always  respected, uplifted .and shared.  Sharin g and spreading love increases love.  Love is expressed through action and is  not .limited only in words.  With corre ct intension, selfless love is best feeling to  explore and  .experience.  Love is the only feeling which is holding each and every relation existing. Love is .positivity which can fill heart with joy and make burden heart light. Sleeping in mother ’s lap .removes all the burden in th e heart like a magic. Love is wonderful magic and reason behind the .happiness.  ",love
59,"Hate.Hate is the feeling of betrayal, jealousy,anger that affect yourself more..This feeling not only disturbs our mind,but also our heart. The feeling of love starts.decreasing. Mind will start working accordingly with the feeling of hate..It harms peaceful soul and creates disaster..Hate is.like stagnant water; anger that y ou.denied y ourself the fr eedom t o feel, the fr eedom t o ﬂow; water that y ou gather ed in one.place and left t o for get. Stagnant water becomes dir ty, stinky , disease-ridden,.poisonous, deadly; that is y our hate. On ﬂowing water tr avels little paper boats; paper.boats of for giveness.",hate
60,"Love.Love for me is the inner connection between two people's. The deep feeling.of affection that attracts,attach with full heart.My love for you in.unexplainable and more than infinite. Love is the spark that both can feel..Love is the language itself which need not to be described. The.understanding without telling a word is the love for me. Sharing each and.everything without a lie and fear is love. These words are not enough to.explain love for you. This attachment of soul which is immense..The power.of love can create miracles..Love is unconditional.and selfless. Love knows.no boundaries.Love makes you to do the best things for your loved ones to.make them feel happy & proud about themselves. When you love someone.you accept their weakness too and love them for whatever they are. Love has.no specific meaning. Love is the most important aspect of an individual’ s life..Love also carries harsh feelings sometimes but still it is considered as one of.the best feeling in the world.",love
61,"Hate is a strong feeling of dislike or animosity towards someone or something. It is an intense.negative emotion that can be motivated by a variety of factors, including personal experiences,.cultural and social influences, and ideology. Hate can manifest in a variety of ways, including.through words or actions that are intended to harm, discriminate against, or denigrate a person.or group because of their race, ethnicity, religion, sexual orientation, gender identity, or other.characteristics. Hate can also be directed towards ideas, concepts, or ideologies that are.perceived as harmful or threatening. It is important to recognize and challenge hate whenever it.arises, as it can have harmful and destructive consequences for individuals and communities.",hate
62,About hate  . .Anger  .Hate .Dissatisfaction  .Unfair  .Negative  . ,hate
63,"    About Hate  .A hate crime is a crime motivated by bias against race, color, religion, national origi n, sexual orientation, .gender, gender identity or disability.  Hatred can be rooted in fear or ignorance but it can also be a .consequence of prejudicial views, stereotypes, exclusionary beliefs, media misrepresentations.  Hate .generally starts with bias that i s left unchecked. Bias is a preference either for or against an individual or .group that affects someone’s ability to judge fairly. When that bias is left unchecked, it becomes .normalized or accepted, and may even escalate into violence. When hate manifest s against a person or .group of people, it usually derives from ignorance, anger, fear, a sense of injury, or a perceived threat to .the status quo.  .When the word “hate” is used in law, such as “hate crime law,” it does not mean rage, anger, or general .dislike. In this context, “hate” means bias against people or groups with specific characteristics.  The .pyramid of hate shows how bias can escalate from attitudes to more severe forms of hate.  Hatred is an .intense negative emotional response towards certain peopl e, things or ideas, usually related to .opposition or revulsion toward something.[1] Hatred is often associated with intense feelings of anger, .contempt, and disgust. Hatred is sometimes seen as the opposite of love.  .A number of different definitions and pe rspectives on hatred have been put forth. Philosophers have .been concerned with understanding the essence and nature of hatred, while some religions view it .positively and encourage hatred toward certain outgroups. Social and psychological theorists have .understood hatred in a utilitarian sense. Certain public displays of hatred are sometimes legally .proscribed in the context of pluralistic cultures that value tolerance.Hatred may encompass a wide .range of gradations of emotion and have very different expre ssions depending on the cultural context .and the situation that triggers the emotional or intellectual response. Based on the context in which .hatred occurs, it may be viewed favorably, unfavorably, or neutrally by different societies.  . ",hate
64,"     About Love  .'Love is not jealousy, ambition, fulfilment or  becoming; love is not desire or pleasure' ‘When you love, .everything will come right. If you want to find out who is always looking out for you, take some time to .find out. You are challenged to think one week about your life and future. Start today! Thin k. Life. .Meaning. Highlights: Donation Option Available, Multiple Payment Options Available. Love is an emotion .that keeps people bonded and committed to one another. Love is considered to be both positive and .negative, with its virtue representing human k indness, compassion, and affection, as ""the unselfish loyal .and benevolent concern for the good of another"" and its vice representing human moral flaw, akin to .vanity, selfishness, amour -propre, and egotism, as potentially leading people into a type of man ia, .obsessiveness or codependency. It may also describe compassionate and affectionate actions towards .other humans, one's self, or animals. In its various forms, love acts as a major facilitator of interpersonal .relationships and, owing to its central psy chological importance, is one of the most common themes in .the creative arts. Love has been postulated to be a function that keeps human beings together against .menaces and to facilitate the continuation of the species. Being in love makes you feel inspire d. It gives .you a can -do attitude that you can approach anything, anywhere, anytime. Being in love gives you .motivation. Your attitude is optimistic and always positive.  ",love
65,"Hate  is a very strong word. So it feels a little awkward to say that I hate a particular person. .But there are certain types of people who are easy to hate. For me, such people include .hypocrites, people who abuse women and children, people who gossip and backb ite, and .people who are gree dy. .I also hate most politicians. One finds hypocrites everywhere who preach one thing and .practice another. They will lecture you about morals and good behaviour  but on the sly , .they will do the very things they inveigh against.  Then there are the people who abuse .women and children, the most vulnerable sections of society. Husbands drink and abuse .their wives. Sometimes they kill them for dowry. Fathers abuse their minor daughters. .Teachers abuse their innocent students. Employe rs abuse female employees.  Mothers -.in-law abuse their daughters -in-law. It is very difficult not to hate such people. They inspire .contempt and rage in me. People who gossip and backbite are despicable. Such people .are generally good for nothing and so the y try to bring others down to their level. You can .find them in many offices and neighbourhoods . .But the problem with hate is that if you nurture it in your heart, you will find yourself becoming .angry and bitter. So hate if you wish but try to exorcise it  from your system through a painting or .a poem. There is nothing like art to neutralize hate. It can even transform it into a thing of .beauty . ",Hate
66,"Love is an amazing feeling. An individual with a caring heart is consistently prepared to help .other people wit h no desire. Love is the need of each person since the day of birth. Love .associates the two souls everlastingly and makes the world a beautiful spot for them. Without a .doubt, Love is divine . Love needs to rest in our actions, not in our words only. Wit hout love, we .are just a structure filled with noise, emptiness, and meaninglessness. The quality of love .makes you selfless automatically and rises you above other living beings. The death is for sure, .but we can stay alive after the death in the hearts of th ose who love us. Love purifies our soul .and connects with God .  According to a popular proverb, “The love has the power to convert a .devil to a human”. The love is enough alone to open all the nervousness of emotions and make .us look at the world from the  other's perspective. Love is divine, and its power can bless all of .us. Having mutual love is very important for maintaining any relationship for a long time. True .love is always priceless and selfless. The one who loves you will accept you without any .conditions and will not expect you to be perfect. He/she will always try to keep you happy with .all the means he/she has . ",Love
67,"About Hate  .Strong emotions like deep dislike or enmity are known as hate.  It might be motivated  by a variety of things, .including prejudice, discrimination, or personal experiences, and is frequently aimed at a part icular .person, group, or thing. Hate can inspire negative attitudes and conduct, such as verbal and physical .abuse, prejudice, and even violence. In addition, it can hurt the individual who is experiencing it and those .around them e motionally and psychologically. Hatred can split up groups and spark conflict, which can .result in social  upheaval and political unrest. Given that hate can ha ve detrimental effects on both .individuals and society as a whole, it is crucial to acknowledge and combat hate in all of its manifestations.  .Learning about many cultures, worldviews, and points of view c an lessen prejudice and hatred. Having .empathy and co mpassion for others, especially those who one disagrees with , can also assist fight hatred. .It is feasible to get over prejudice and discover how to respect and comprehend peo ple who are different .from you. Reducing the prevalence of hate and fostering a m ore peaceful world can be accomplished .through working for a more inclusive and accepting society.  ",Hate
68,"About Love  .Love is a feeling that elicits a wide range of emotions in us. Every time that special someone is nearby, .we experience the butterflies in our stomachs, rapid heartbeats in our chests, and perspiration on our .hands. That being said, it can frequently be ch allenging to express just how much a loved one means to .you. About help you express how much you care to the person who owns your heart, we have put .together this collection of the best love quotations.  Love is a powerful emotion of adoration and .concern for someone or something. Strong feelings like joy, enthusiasm, and passion are what define it. .Love can o ccur between people, animals, and even things, and it can be r omantic, familial, or platonic. .Love has the power to motivate people and brin g out their greatest qualities. It is a strong feeling that .has the ability to unite people and forge enduring ties.  When someone shows us affection and care, we .experience a variety of emotions, including love. It goes beyond romanticism. From person to person, .love can imply different things. Love is made up of compassion, trust, and honesty. Everyone desires .love. It brings them joy and helps them feel important. We feel love for a variety of reasons, and these .reasons change over the course of our lives.  . . . . ",Love
69,"Hate is grounded in some sense of perceived threat. It is an attitude that can give rise to hostility and aggression toward.individuals or groups. Like much of anger, it is a reaction to and distraction from some form of inner pain. The individual.consumed by hate may believe that the only way to regain some sense of power over his or her pain is to preemptively.strike out at others. In this context, each moment of hate is a temporary reprieve from inner suffering.""",hate
70,"Love is a set of emotions and behaviors characterized by intimacy, passion, and commitment. It involves care, closeness,.protectiveness, attraction, affection, and trust. Love can vary in intensity and can change over time. It is associated with a.range of positive emotions, including happiness, excitement, life satisfaction, and euphoria, but it can also result in.negative emotions such as jealousy and stress.",love
